Date,Account Ticker,Stock Ticker,Cusip,Security Description,Shares,Price,Market Value
9/4/15,VIS,AME,,,,,
9/4/15,VIS,UHAL,,,,,
9/4/15,VIS,UNF,,,,,
9/4/15,VIS,TTEK,,,,,
9/4/15,VIS,HXL,,,,,
9/4/15,VIS,B,,,,,
9/4/15,VIS,BWXT,,,,,
9/4/15,VIS,VRSK,,,,,
9/4/15,VIS,ECOL,,,,,
9/4/15,VIS,ALLE,,,,,
9/4/15,VIS,FWRD,,,,,
9/4/15,VIS,ALG,,,,,
9/4/15,VIS,LHX,,,,,
9/4/15,VIS,ROP,,,,,
9/4/15,VIS,LNN,,,,,
9/4/15,VIS,TREX,,,,,
9/4/15,VIS,CUB,,,,,
9/4/15,VIS,VICR,,,,,
9/4/15,VIS,CSGP,,,,,
9/4/15,VIS,KSU,,,,,
9/4/15,VIS,AAXN,,,,,
9/4/15,VIS,HEI,,,,,
9/4/15,VIS,HLIO,,,,,
9/4/15,VIS,OFLX,,,,,
9/4/15,VIS,HEI.A,,,,,
9/4/15,VIS,AWI,,,,,
9/4/15,VIS,ODFL,,,,,
9/4/15,VIS,BCO,,,,,
9/4/15,VIS,AAON,,,,,
9/4/15,VIS,JBT,,,,,
9/4/15,VIS,TTC,,,,,
9/4/15,VIS,ESE,,,,,
9/4/15,VIS,CTAS,,,,,
9/4/15,VIS,WAB,,,,,
9/4/15,VIS,EXPO,,,,,
9/4/15,VIS,TRU,,,,,
9/4/15,VIS,AMOT,,,,,
9/4/15,VIS,CSWI,,,,,
9/4/15,VNQ,ASPS,,,,,
9/4/15,VNQ,CLNY,,,,,
9/4/15,VNQ,FPH,,,,,
9/4/15,VNQ,DHC,,,,,
9/4/15,VNQ,TCO,,,,,
9/4/15,VNQ,CPLG,,,,,
9/4/15,VNQ,PEI,,,,,
9/4/15,VNQ,AHT,,,,,
9/4/15,VNQ,HT,,,,,
9/4/15,VNQ,SNR,,,,,
9/4/15,VNQ,WPG,,,,,
9/4/15,VNQ,CWK,,,,,
9/4/15,VNQ,RLJ,,,,,
9/4/15,VNQ,FOR,,,,,
9/4/15,VNQ,MAC,,,,,
9/4/15,VNQ,PK,,,,,
9/4/15,VNQ,XHR,,,,,
9/4/15,VNQ,DRH,,,,,
9/4/15,VNQ,PEB,,,,,
9/4/15,VNQ,WY,,,,,
9/4/15,VNQ,KRG,,,,,
9/4/15,VNQ,AFIN,,,,,
9/4/15,VNQ,GEO,,,,,
9/4/15,VNQ,HST,,,,,
9/4/15,VNQ,CXP,,,,,
9/4/15,VNQ,UNIT,,,,,
9/4/15,VNQ,VER,,,,,
9/4/15,VNQ,HHC,,,,,
9/4/15,VNQ,EQC,,,,,
9/4/15,VNQ,OHI,,,,,
9/4/15,VNQ,SVC,,,,,
9/4/15,VNQ,STAR,,,,,
9/4/15,VNQ,KIM,,,,,
9/4/15,VNQ,RLGY,,,,,
9/4/15,VNQ,IRET,,,,,
9/4/15,VNQ,CXW,,,,,
9/4/15,VNQ,APTS,,,,,
9/4/15,VNQ,APLE,,,,,
9/4/15,VNQ,SHO,,,,,
9/4/15,VNQ,BRX,,,,,
9/4/15,VNQ,CASH,,,,,
9/4/15,VNQ,SITC,,,,,
9/4/15,VNQ,BHR,,,,,
9/4/15,VNQ,INN,,,,,
9/4/15,VNQ,OPI,,,,,
9/4/15,VNQ,SRC,,,,,
9/4/15,VNQ,SKT,,,,,
9/4/15,VNQ,LXP,,,,,
9/4/15,VNQ,KW,,,,,
9/4/15,VNQ,WSR,,,,,
9/4/15,VNQ,EXPI,,,,,
9/4/15,VNQ,UMH,,,,,
9/4/15,VNQ,CLI,,,,,
9/4/15,VNQ,RVI,,,,,
9/4/15,VNQ,FRPH,,,,,
9/4/15,VNQ,VICI,,,,,
9/4/15,VNQ,PEAK,,,,,
9/4/15,VNQ,VTR,,,,,
9/4/15,VNQ,WRI,,,,,
9/4/15,VNQ,OFC,,,,,
9/4/15,VNQ,FSP,,,,,
9/4/15,VNQ,RESI,,,,,
9/4/15,VNQ,CTT,,,,,
9/4/15,VNQ,BDN,,,,,
9/4/15,VNQ,CDR,,,,,
9/4/15,VNQ,PDM,,,,,
9/4/15,VNQ,SBRA,,,,,
9/4/15,VNQ,ILPT,,,,,
9/4/15,VNQ,RPAI,,,,,
9/4/15,VNQ,SPG,,,,,
9/4/15,VNQ,ALEX,,,,,
9/4/15,VNQ,CIO,,,,,
9/4/15,VNQ,MPW,,,,,
9/4/15,VNQ,SRG,,,,,
9/4/15,VNQ,CLDT,,,,,
9/4/15,VNQ,ROIC,,,,,
9/4/15,VNQ,RPT,,,,,
9/4/15,VNQ,TRC,,,,,
9/4/15,VNQ,RDFN,,,,,
9/4/15,VNQ,VNO,,,,,
9/4/15,VNQ,SLG,,,,,
9/4/15,VNQ,PGRE,,,,,
9/4/15,VNQ,JCAP,,,,,
9/4/15,VNQ,UE,,,,,
9/4/15,VNQ,MNR,,,,,
9/4/15,VNQ,IRM,,,,,
9/4/15,VNQ,CBRE,,,,,
9/4/15,VNQ,MGP,,,,,
9/4/15,VNQ,NSA,,,,,
9/4/15,VNQ,ACC,,,,,
9/4/15,VNQ,EPR,,,,,
9/4/15,VNQ,HTA,,,,,
9/4/15,VNQ,WRE,,,,,
9/4/15,VNQ,OUT,,,,,
9/4/15,VNQ,NMRK,,,,,
9/4/15,VNQ,REG,,,,,
9/4/15,VNQ,DOC,,,,,
9/4/15,VNQ,JOE,,,,,
9/4/15,VNQ,LTC,,,,,
9/4/15,VNQ,STAG,,,,,
9/4/15,VNQ,INVH,,,,,
9/4/15,VNQ,MMI,,,,,
9/4/15,VNQ,AKR,,,,,
9/4/15,VNQ,ALX,,,,,
9/4/15,VNQ,GNL,,,,,
9/4/15,VNQ,IRT,,,,,
9/4/15,VNQ,LSI,,,,,
9/4/15,VNQ,EQR,,,,,
9/4/15,VNQ,WPC,,,,,
9/4/15,VNQ,ESRT,,,,,
9/4/15,VNQ,WELL,,,,,
9/4/15,VNQ,RMAX,,,,,
9/4/15,VNQ,CUZ,,,,,
9/4/15,VNQ,OLP,,,,,
9/4/15,VNQ,COLD,,,,,
9/4/15,VNQ,CTRE,,,,,
9/4/15,VNQ,AIV,,,,,
9/4/15,VNQ,HIW,,,,,
9/4/15,VNQ,UBA,,,,,
9/4/15,VNQ,JBGS,,,,,
9/4/15,VNQ,HASI,,,,,
9/4/15,VNQ,LPT,,,,,
9/4/15,VNQ,GLPI,,,,,
9/4/15,VNQ,CORR,,,,,
9/4/15,VNQ,PLD,,,,,
9/4/15,VNQ,AVB,,,,,
9/4/15,VNQ,GTY,,,,,
9/4/15,VNQ,RYN,,,,,
9/4/15,VNQ,CONE,,,,,
9/4/15,VNQ,DEA,,,,,
9/4/15,VNQ,UDR,,,,,
9/4/15,VNQ,NNN,,,,,
9/4/15,VNQ,CUBE,,,,,
9/4/15,VNQ,AMH,,,,,
9/4/15,VNQ,DRE,,,,,
9/4/15,VNQ,NXRT,,,,,
9/4/15,VNQ,MAA,,,,,
9/4/15,VNQ,RHP,,,,,
9/4/15,VNQ,STOR,,,,,
9/4/15,VNQ,LAMR,,,,,
9/4/15,VNQ,PSA,,,,,
9/4/15,VNQ,EPRT,,,,,
9/4/15,VNQ,DEI,,,,,
9/4/15,VNQ,GOOD,,,,,
9/4/15,VNQ,CCI,,,,,
9/4/15,VNQ,HPP,,,,,
9/4/15,VNQ,FR,,,,,
9/4/15,VNQ,JLL,,,,,
9/4/15,VNQ,AHH,,,,,
9/4/15,VNQ,NHI,,,,,
9/4/15,VNQ,GMRE,,,,,
9/4/15,VNQ,KRC,,,,,
9/4/15,VNQ,SBAC,,,,,
9/4/15,VNQ,PSB,,,,,
9/4/15,VNQ,O,,,,,
9/4/15,VNQ,AAT,,,,,
9/4/15,VNQ,HR,,,,,
9/4/15,VNQ,ESS,,,,,
9/4/15,VNQ,FRT,,,,,
9/4/15,VNQ,BXP,,,,,
9/4/15,VNQ,EXR,,,,,
9/4/15,VNQ,FCPT,,,,,
9/4/15,VNQ,PCH,,,,,
9/4/15,VNQ,SAFE,,,,,
9/4/15,VNQ,RMR,,,,,
9/4/15,VNQ,AMT,,,,,
9/4/15,VNQ,BFS,,,,,
9/4/15,VNQ,DLR,,,,,
9/4/15,VNQ,CPT,,,,,
9/4/15,VNQ,SUI,,,,,
9/4/15,VNQ,ELS,,,,,
9/4/15,VNQ,TRNO,,,,,
9/4/15,VNQ,QTS,,,,,
9/4/15,VNQ,ADC,,,,,
9/4/15,VNQ,EGP,,,,,
9/4/15,VNQ,ARE,,,,,
9/4/15,VNQ,COR,,,,,
9/4/15,VNQ,REXR,,,,,
9/4/15,VNQ,UHT,,,,,
9/4/15,VNQ,EQIX,,,,,
9/4/15,VNQ,CHCT,,,,,
9/4/15,VNQ,IIPR,,,,,
9/4/15,VGT,SPWR,,,,,
9/4/15,VGT,ADTN,,,,,
9/4/15,VGT,TWOU,,,,,
9/4/15,VGT,VECO,,,,,
9/4/15,VGT,FIT,,,,,
9/4/15,VGT,LLNW,,,,,
9/4/15,VGT,RAMP,,,,,
9/4/15,VGT,NPTN,,,,,
9/4/15,VGT,BNFT,,,,,
9/4/15,VGT,EVOP,,,,,
9/4/15,VGT,ALTR,,,,,
9/4/15,VGT,COMM,,,,,
9/4/15,VGT,CNDT,,,,,
9/4/15,VGT,EXTR,,,,,
9/4/15,VGT,FLEX,,,,,
9/4/15,VGT,AAOI,,,,,
9/4/15,VGT,ARLO,,,,,
9/4/15,VGT,INFN,,,,,
9/4/15,VGT,MTSI,,,,,
9/4/15,VGT,SANM,,,,,
9/4/15,VGT,NSIT,,,,,
9/4/15,VGT,FSLR,,,,,
9/4/15,VGT,DBD,,,,,
9/4/15,VGT,HPQ,,,,,
9/4/15,VGT,MXL,,,,,
9/4/15,VGT,DXC,,,,,
9/4/15,VGT,XELA,,,,,
9/4/15,VGT,DELL,,,,,
9/4/15,VGT,DDD,,,,,
9/4/15,VGT,EIGI,,,,,
9/4/15,VGT,WDC,,,,,
9/4/15,VGT,ARW,,,,,
9/4/15,VGT,ADS,,,,,
9/4/15,VGT,CALX,,,,,
9/4/15,VGT,HLIT,,,,,
9/4/15,VGT,KN,,,,,
9/4/15,VGT,DBX,,,,,
9/4/15,VGT,MOBL,,,,,
9/4/15,VGT,NTGR,,,,,
9/4/15,VGT,PTC,,,,,
9/4/15,VGT,PS,,,,,
9/4/15,VGT,RBBN,,,,,
9/4/15,VGT,FSCT,,,,,
9/4/15,VGT,WU,,,,,
9/4/15,VGT,AVYA,,,,,
9/4/15,VGT,CLDR,,,,,
9/4/15,VGT,CISN,,,,,
9/4/15,VGT,PLXS,,,,,
9/4/15,VGT,SATS,,,,,
9/4/15,VGT,JNPR,,,,,
9/4/15,VGT,ATEN,,,,,
9/4/15,VGT,HPE,,,,,
9/4/15,VGT,RMBS,,,,,
9/4/15,VGT,TIVO,,,,,
9/4/15,VGT,PDFS,,,,,
9/4/15,VGT,CASA,,,,,
9/4/15,VGT,SYKE,,,,,
9/4/15,VGT,VSAT,,,,,
9/4/15,VGT,NTCT,,,,,
9/4/15,VGT,AMBA,,,,,
9/4/15,VGT,SYNA,,,,,
9/4/15,VGT,PI,,,,,
9/4/15,VGT,CREE,,,,,
9/4/15,VGT,UIS,,,,,
9/4/15,VGT,LASR,,,,,
9/4/15,VGT,XRX,,,,,
9/4/15,VGT,FORM,,,,,
9/4/15,VGT,CIEN,,,,,
9/4/15,VGT,CVLT,,,,,
9/4/15,VGT,SVMK,,,,,
9/4/15,VGT,SCSC,,,,,
9/4/15,VGT,BHE,,,,,
9/4/15,VGT,SAIL,,,,,
9/4/15,VGT,CEVA,,,,,
9/4/15,VGT,NUAN,,,,,
9/4/15,VGT,TECD,,,,,
9/4/15,VGT,AXE,,,,,
9/4/15,VGT,DIOD,,,,,
9/4/15,VGT,AMKR,,,,,
9/4/15,VGT,XPER,,,,,
9/4/15,VGT,DOMO,,,,,
9/4/15,VGT,AVT,,,,,
9/4/15,VGT,STX,,,,,
9/4/15,VGT,APPS,,,,,
9/4/15,VGT,AOSL,,,,,
9/4/15,VGT,UCTT,,,,,
9/4/15,VGT,INST,,,,,
9/4/15,VGT,CASH,,,,,
9/4/15,VGT,PSTG,,,,,
9/4/15,VGT,GTT,,,,,
9/4/15,VGT,AVX,,,,,
9/4/15,VGT,TTMI,,,,,
9/4/15,VGT,EGHT,,,,,
9/4/15,VGT,VRNS,,,,,
9/4/15,VGT,NTNX,,,,,
9/4/15,VGT,ON,,,,,
9/4/15,VGT,FEYE,,,,,
9/4/15,VGT,PLUS,,,,,
9/4/15,VGT,FARO,,,,,
9/4/15,VGT,PLAB,,,,,
9/4/15,VGT,KE,,,,,
9/4/15,VGT,WK,,,,,
9/4/15,VGT,TEL,,,,,
9/4/15,VGT,VSH,,,,,
9/4/15,VGT,MU,,,,,
9/4/15,VGT,QADA,,,,,
9/4/15,VGT,VRSN,,,,,
9/4/15,VGT,VRRM,,,,,
9/4/15,VGT,SNX,,,,,
9/4/15,VGT,GLW,,,,,
9/4/15,VGT,DAKT,,,,,
9/4/15,VGT,TENB,,,,,
9/4/15,VGT,SGH,,,,,
9/4/15,VGT,LPSN,,,,,
9/4/15,VGT,IIVI,,,,,
9/4/15,VGT,CSOD,,,,,
9/4/15,VGT,PANW,,,,,
9/4/15,VGT,YEXT,,,,,
9/4/15,VGT,CRUS,,,,,
9/4/15,VGT,PFPT,,,,,
9/4/15,VGT,LITE,,,,,
9/4/15,VGT,APPN,,,,,
9/4/15,VGT,UPLD,,,,,
9/4/15,VGT,TDC,,,,,
9/4/15,VGT,KLIC,,,,,
9/4/15,VGT,IBM,,,,,
9/4/15,VGT,VIAV,,,,,
9/4/15,VGT,VPG,,,,,
9/4/15,VGT,OSIS,,,,,
9/4/15,VGT,NTAP,,,,,
9/4/15,VGT,MLNX,,,,,
9/4/15,VGT,SPLK,,,,,
9/4/15,VGT,CY,,,,,
9/4/15,VGT,NCR,,,,,
9/4/15,VGT,CSCO,,,,,
9/4/15,VGT,HCKT,,,,,
9/4/15,VGT,NLOK,,,,,
9/4/15,VGT,COHR,,,,,
9/4/15,VGT,MANT,,,,,
9/4/15,VGT,QRVO,,,,,
9/4/15,VGT,ZBRA,,,,,
9/4/15,VGT,BOX,,,,,
9/4/15,VGT,WDAY,,,,,
9/4/15,VGT,MXIM,,,,,
9/4/15,VGT,ENV,,,,,
9/4/15,VGT,SNPS,,,,,
9/4/15,VGT,SMAR,,,,,
9/4/15,VGT,CTSH,,,,,
9/4/15,VGT,MODN,,,,,
9/4/15,VGT,SABR,,,,,
9/4/15,VGT,PLAN,,,,,
9/4/15,VGT,MDB,,,,,
9/4/15,VGT,LDOS,,,,,
9/4/15,VGT,SQ,,,,,
9/4/15,VGT,IMXI,,,,,
9/4/15,VGT,CAMP,,,,,
9/4/15,VGT,OSPN,,,,,
9/4/15,VGT,PLT,,,,,
9/4/15,VGT,ZUO,,,,,
9/4/15,VGT,VRTU,,,,,
9/4/15,VGT,MSI,,,,,
9/4/15,VGT,INTC,,,,,
9/4/15,VGT,IT,,,,,
9/4/15,VGT,ACIW,,,,,
9/4/15,VGT,ACLS,,,,,
9/4/15,VGT,PEGA,,,,,
9/4/15,VGT,ADSK,,,,,
9/4/15,VGT,ORCL,,,,,
9/4/15,VGT,GWRE,,,,,
9/4/15,VGT,KBR,,,,,
9/4/15,VGT,KEYS,,,,,
9/4/15,VGT,CATM,,,,,
9/4/15,VGT,AMAT,,,,,
9/4/15,VGT,QCOM,,,,,
9/4/15,VGT,CACI,,,,,
9/4/15,VGT,EEFT,,,,,
9/4/15,VGT,VMW,,,,,
9/4/15,VGT,FN,,,,,
9/4/15,VGT,TRMB,,,,,
9/4/15,VGT,IPHI,,,,,
9/4/15,VGT,ICHR,,,,,
9/4/15,VGT,SMTC,,,,,
9/4/15,VGT,ADI,,,,,
9/4/15,VGT,FLIR,,,,,
9/4/15,VGT,CDNS,,,,,
9/4/15,VGT,FFIV,,,,,
9/4/15,VGT,ROG,,,,,
9/4/15,VGT,MTSC,,,,,
9/4/15,VGT,BDC,,,,,
9/4/15,VGT,IDCC,,,,,
9/4/15,VGT,NATI,,,,,
9/4/15,VGT,KEM,,,,,
9/4/15,VGT,ACIA,,,,,
9/4/15,VGT,TCX,,,,,
9/4/15,VGT,BL,,,,,
9/4/15,VGT,AMSWA,,,,,
9/4/15,VGT,VRNT,,,,,
9/4/15,VGT,LSCC,,,,,
9/4/15,VGT,XLNX,,,,,
9/4/15,VGT,PYPL,,,,,
9/4/15,VGT,GDDY,,,,,
9/4/15,VGT,MIME,,,,,
9/4/15,VGT,BKI,,,,,
9/4/15,VGT,TTEC,,,,,
9/4/15,VGT,NVEC,,,,,
9/4/15,VGT,RP,,,,,
9/4/15,VGT,SLAB,,,,,
9/4/15,VGT,MSTR,,,,,
9/4/15,VGT,EPAY,,,,,
9/4/15,VGT,EGOV,,,,,
9/4/15,VGT,CNXN,,,,,
9/4/15,VGT,CMTL,,,,,
9/4/15,VGT,CDAY,,,,,
9/4/15,VGT,PRO,,,,,
9/4/15,VGT,NEWR,,,,,
9/4/15,VGT,SWKS,,,,,
9/4/15,VGT,HUBS,,,,,
9/4/15,VGT,MRVL,,,,,
9/4/15,VGT,AAPL,,,,,
9/4/15,VGT,SAIC,,,,,
9/4/15,VGT,ANSS,,,,,
9/4/15,VGT,AEIS,,,,,
9/4/15,VGT,ACN,,,,,
9/4/15,VGT,AKAM,,,,,
9/4/15,VGT,EXLS,,,,,
9/4/15,VGT,IPGP,,,,,
9/4/15,VGT,ITRI,,,,,
9/4/15,VGT,ADBE,,,,,
9/4/15,VGT,CTXS,,,,,
9/4/15,VGT,ZS,,,,,
9/4/15,VGT,BR,,,,,
9/4/15,VGT,MEI,,,,,
9/4/15,VGT,APH,,,,,
9/4/15,VGT,CSGS,,,,,
9/4/15,VGT,TXN,,,,,
9/4/15,VGT,ANET,,,,,
9/4/15,VGT,DLB,,,,,
9/4/15,VGT,COHU,,,,,
9/4/15,VGT,CDK,,,,,
9/4/15,VGT,BAH,,,,,
9/4/15,VGT,AVGO,,,,,
9/4/15,VGT,MMS,,,,,
9/4/15,VGT,FLT,,,,,
9/4/15,VGT,PRFT,,,,,
9/4/15,VGT,CTS,,,,,
9/4/15,VGT,PD,,,,,
9/4/15,VGT,EVBG,,,,,
9/4/15,VGT,COUP,,,,,
9/4/15,VGT,BMI,,,,,
9/4/15,VGT,NOVT,,,,,
9/4/15,VGT,INTU,,,,,
9/4/15,VGT,FISV,,,,,
9/4/15,VGT,PAYX,,,,,
9/4/15,VGT,ZEN,,,,,
9/4/15,VGT,FIVN,,,,,
9/4/15,VGT,WEX,,,,,
9/4/15,VGT,ALRM,,,,,
9/4/15,VGT,BRKS,,,,,
9/4/15,VGT,GSKY,,,,,
9/4/15,VGT,RPD,,,,,
9/4/15,VGT,ADP,,,,,
9/4/15,VGT,AMD,,,,,
9/4/15,VGT,ESTC,,,,,
9/4/15,VGT,CDW,,,,,
9/4/15,VGT,SPSC,,,,,
9/4/15,VGT,DOCU,,,,,
9/4/15,VGT,SEDG,,,,,
9/4/15,VGT,FTNT,,,,,
9/4/15,VGT,QTWO,,,,,
9/4/15,VGT,MSFT,,,,,
9/4/15,VGT,MKSI,,,,,
9/4/15,VGT,CRM,,,,,
9/4/15,VGT,CASS,,,,,
9/4/15,VGT,EPAM,,,,,
9/4/15,VGT,EBIX,,,,,
9/4/15,VGT,RNG,,,,,
9/4/15,VGT,MA,,,,,
9/4/15,VGT,LRCX,,,,,
9/4/15,VGT,AZPN,,,,,
9/4/15,VGT,TWLO,,,,,
9/4/15,VGT,KLAC,,,,,
9/4/15,VGT,OKTA,,,,,
9/4/15,VGT,QLYS,,,,,
9/4/15,VGT,PRSP,,,,,
9/4/15,VGT,JBL,,,,,
9/4/15,VGT,NOW,,,,,
9/4/15,VGT,LOGM,,,,,
9/4/15,VGT,ONTO,,,,,
9/4/15,VGT,CLGX,,,,,
9/4/15,VGT,MCHP,,,,,
9/4/15,VGT,TYL,,,,,
9/4/15,VGT,EVTC,,,,,
9/4/15,VGT,POWI,,,,,
9/4/15,VGT,FIS,,,,,
9/4/15,VGT,BLKB,,,,,
9/4/15,VGT,TER,,,,,
9/4/15,VGT,JKHY,,,,,
9/4/15,VGT,CGNX,,,,,
9/4/15,VGT,SSNC,,,,,
9/4/15,VGT,JCOM,,,,,
9/4/15,VGT,LFUS,,,,,
9/4/15,VGT,PAYC,,,,,
9/4/15,VGT,MANH,,,,,
9/4/15,VGT,FICO,,,,,
9/4/15,VGT,V,,,,,
9/4/15,VGT,SSTI,,,,,
9/4/15,VGT,INS,,,,,
9/4/15,VGT,NVDA,,,,,
9/4/15,VGT,SWCH,,,,,
9/4/15,VGT,PCTY,,,,,
9/4/15,VGT,TTD,,,,,
9/4/15,VGT,GPN,,,,,
9/4/15,VGT,PAYS,,,,,
9/4/15,VGT,PRGS,,,,,
9/4/15,VGT,ZM,,,,,
9/4/15,VGT,ENPH,,,,,
9/4/15,VGT,ENTG,,,,,
9/4/15,VGT,APPF,,,,,
9/4/15,VGT,CCMP,,,,,
9/4/15,VGT,AYX,,,,,
9/4/15,VGT,MPWR,,,,,
9/4/15,VGT,UI,,,,,
9/4/15,VGT,OLED,,,,,
9/4/15,VPU,SPKE,,,,,
9/4/15,VPU,NI,,,,,
9/4/15,VPU,EXC,,,,,
9/4/15,VPU,CWEN.A,,,,,
9/4/15,VPU,CWEN,,,,,
9/4/15,VPU,CNP,,,,,
9/4/15,VPU,CASH,,,,,
9/4/15,VPU,DUK,,,,,
9/4/15,VPU,NRG,,,,,
9/4/15,VPU,SO,,,,,
9/4/15,VPU,AGR,,,,,
9/4/15,VPU,OGE,,,,,
9/4/15,VPU,NFG,,,,,
9/4/15,VPU,TERP,,,,,
9/4/15,VPU,PPL,,,,,
9/4/15,VPU,SJI,,,,,
9/4/15,VPU,FE,,,,,
9/4/15,VPU,MDU,,,,,
9/4/15,VPU,NJR,,,,,
9/4/15,VPU,NWE,,,,,
9/4/15,VPU,EIX,,,,,
9/4/15,VPU,AES,,,,,
9/4/15,VPU,ALE,,,,,
9/4/15,VPU,NEP,,,,,
9/4/15,VPU,HE,,,,,
9/4/15,VPU,PEG,,,,,
9/4/15,VPU,AVA,,,,,
9/4/15,VPU,DTE,,,,,
9/4/15,VPU,ED,,,,,
9/4/15,VPU,D,,,,,
9/4/15,VPU,PNW,,,,,
9/4/15,VPU,BKH,,,,,
9/4/15,VPU,VST,,,,,
9/4/15,VPU,AEP,,,,,
9/4/15,VPU,WAAS,,,,,
9/4/15,VPU,PNM,,,,,
9/4/15,VPU,ETR,,,,,
9/4/15,VPU,POR,,,,,
9/4/15,VPU,SR,,,,,
9/4/15,VPU,SGU,,,,,
9/4/15,VPU,PEGI,,,,,
9/4/15,VPU,SWX,,,,,
9/4/15,VPU,OTTR,,,,,
9/4/15,VPU,EVRG,,,,,
9/4/15,VPU,SRE,,,,,
9/4/15,VPU,XEL,,,,,
9/4/15,VPU,WEC,,,,,
9/4/15,VPU,UTL,,,,,
9/4/15,VPU,NEE,,,,,
9/4/15,VPU,AEE,,,,,
9/4/15,VPU,UGI,,,,,
9/4/15,VPU,ES,,,,,
9/4/15,VPU,OGS,,,,,
9/4/15,VPU,IDA,,,,,
9/4/15,VPU,LNT,,,,,
9/4/15,VPU,EE,,,,,
9/4/15,VPU,ATO,,,,,
9/4/15,VPU,CMS,,,,,
9/4/15,VPU,CWT,,,,,
9/4/15,VPU,CPK,,,,,
9/4/15,VPU,MGEE,,,,,
9/4/15,VPU,NWN,,,,,
9/4/15,VPU,YORW,,,,,
9/4/15,VPU,AWK,,,,,
9/4/15,VPU,SJW,,,,,
9/4/15,VPU,WTR,,,,,
9/4/15,VPU,AWR,,,,,
9/4/15,VPU,MSEX,,,,,
9/4/15,VPU,ORA,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
