Date,Account Ticker,Stock Ticker,Cusip,Security Description,Shares,Price,Market Value
9/4/15,VSPY,MSI,620076307,MOTOROLA SOLUTIONS INC,64,65.11,"4,167.04"
9/4/15,VSPY,MUR,626717102,MURPHY OIL CORP,56,29.05,"1,626.80"
9/4/15,VSPY,NRG,629377508,NRG ENERGY INC,115,18.9,"2,173.50"
9/4/15,VSPY,NDAQ,631103108,NASDAQ OMX GROUP/THE,38,51.15,"1,943.70"
9/4/15,VSPY,NOV,637071101,NATIONAL OILWELL VARCO INC,133,40.97,"5,449.01"
9/4/15,VSPY,NAVI,63938C108,NAVIENT CORP,133,12.15,"1,615.95"
9/4/15,VSPY,NTAP,64110D104,NETAPP INC,108,31.19,"3,368.52"
9/4/15,VSPY,NFLX,64110L106,NETFLIX INC,147,101.06,"14,855.82"
9/4/15,VSPY,NWL,651229106,NEWELL RUBBERMAID INC,93,41.96,"3,902.28"
9/4/15,VSPY,NFX,651290108,NEWFIELD EXPLORATION CO,57,33.14,"1,888.98"
9/4/15,VSPY,NEM,651639106,NEWMONT MINING CORP,178,16.19,"2,881.82"
9/4/15,VSPY,NWSA,65249B109,NEWS CORP - CLASS A,175,13.32,"2,331.00"
9/4/15,VSPY,NEE,65339F101,NEXTERA ENERGY INC,152,95.17,"14,465.84"
9/4/15,VSPY,NKE,654106103,NIKE INC -CL B,238,110.85,"26,382.30"
9/4/15,VSPY,NI,65473P105,NISOURCE INC,111,16.46,"1,827.06"
9/4/15,VSPY,NBL,655044105,NOBLE ENERGY INC,146,30.21,"4,410.66"
9/4/15,VSPY,JWN,655664100,NORDSTROM INC,51,73.46,"3,746.46"
9/4/15,VSPY,NSC,655844108,NORFOLK SOUTHERN CORP,103,77.16,"7,947.48"
9/4/15,VSPY,NTRS,665859104,NORTHERN TRUST CORP,73,69.43,"5,068.39"
9/4/15,VSPY,NOC,666807102,NORTHROP GRUMMAN CORP,64,164.65,"10,537.60"
9/4/15,VSPY,NUE,670346105,NUCOR CORP,111,42.88,"4,759.68"
9/4/15,VSPY,NVDA,67066G104,NVIDIA CORP,175,22.27,"3,897.25"
9/4/15,VSPY,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,33,237.94,"7,852.02"
9/4/15,VSPY,OXY,674599105,OCCIDENTAL PETROLEUM CORP,261,70.86,"18,494.46"
9/4/15,VSPY,OMC,681919106,OMNICOM GROUP,81,66.84,"5,414.04"
9/4/15,VSPY,OKE,682680103,ONEOK INC,71,35.67,"2,532.57"
9/4/15,VSPY,ORCL,68389X105,ORACLE CORP,1089,36.9,"40,184.10"
9/4/15,VSPY,OI,690768403,OWENS-ILLINOIS INC,57,20.49,"1,167.93"
9/4/15,VSPY,PCG,69331C108,P G & E CORP,163,48.3,"7,872.90"
9/4/15,VSPY,PNC,693475105,PNC FINANCIAL SERVICES GROUP,177,89.55,"15,850.35"
9/4/15,VSPY,PPG,693506107,PPG INDUSTRIES INC,91,93.98,"8,552.18"
9/4/15,VSPY,PPL,69351T106,PPL CORP,228,30.26,"6,899.28"
9/4/15,VSPY,PVH,693656100,PVH CORP,29,117.8,"3,416.20"
9/4/15,VSPY,PCAR,693718108,PACCAR INC,121,58.07,"7,026.47"
9/4/15,VSPY,PH,701094104,PARKER HANNIFIN CORP,48,105.28,"5,053.44"
9/4/15,VSPY,PDCO,703395103,PATTERSON COS INC,30,44.84,"1,345.20"
9/4/15,VSPY,PAYX,704326107,PAYCHEX INC,111,44.7,"4,961.70"
9/4/15,VSPY,PYPL,70450Y103,PAYPAL HOLDINGS INC,378,35.31,"13,347.18"
9/4/15,VSPY,PBCT,712704105,PEOPLE'S UNITED FINANCIAL,106,15.21,"1,612.26"
9/4/15,VSPY,POM,713291102,PEPCO HOLDINGS INC,85,23.04,"1,958.40"
9/4/15,VSPY,PEP,713448108,PEPSICO INC,505,92.13,"46,525.65"
9/4/15,VSPY,PKI,714046109,PERKINELMER INC,41,47.95,"1,965.95"
9/4/15,VSPY,PFE,717081103,PFIZER INC,2103,31.89,"67,064.67"
9/4/15,VSPY,PM,718172109,PHILIP MORRIS INTERNATIONAL,531,79.45,"42,187.95"
9/4/15,VSPY,PSX,718546104,PHILLIPS 66,186,78.46,"14,593.56"
9/4/15,VSPY,PNW,723484101,PINNACLE WEST CAPITAL,39,58.27,"2,272.53"
9/4/15,VSPY,PXD,723787107,PIONEER NATURAL RESOURCES CO,50,119.12,"5,956.00"
9/4/15,VSPY,PBI,724479100,PITNEY BOWES INC,69,19.83,"1,368.27"
9/4/15,VSPY,PCL,729251108,PLUM CREEK TIMBER CO,59,38.35,"2,262.65"
9/4/15,VSPY,PX,74005P104,PRAXAIR INC,99,103.01,"10,197.99"
9/4/15,VSPY,PCP,740189105,PRECISION CASTPARTS CORP,49,229.71,"11,255.79"
9/4/15,VSPY,TROW,74144T108,T ROWE PRICE GROUP INC,90,70.36,"6,332.40"
9/4/15,VSPY,PCLN,741503403,PRICELINE GROUP INC/THE,19,1240.37,"23,567.03"
9/4/15,VSPY,PFG,74251V102,PRINCIPAL FINANCIAL GROUP,92,48.72,"4,482.24"
9/4/15,VSPY,PG,742718109,PROCTER & GAMBLE CO/THE,924,69.93,"64,615.32"
9/4/15,VSPY,PGR,743315103,PROGRESSIVE CORP,182,29.83,"5,429.06"
9/4/15,VSPY,PLD,74340W103,PROLOGIS INC,181,37.81,"6,843.61"
9/4/15,VSPY,PRU,744320102,PRUDENTIAL FINANCIAL INC,153,79.01,"12,088.53"
9/4/15,VSPY,PEG,744573106,PUBLIC SERVICE ENTERPRISE GP,172,39.36,"6,769.92"
9/4/15,VSPY,PSA,74460D109,PUBLIC STORAGE,49,203.25,"9,959.25"
9/4/15,VSPY,PHM,745867101,PULTEGROUP INC,112,20.75,"2,324.00"
9/4/15,VSPY,QRVO,74736K101,QORVO INC,51,56.57,"2,885.07"
9/4/15,VSPY,QCOM,747525103,QUALCOMM INC,559,55.55,"31,052.45"
9/4/15,VSPY,PWR,7.48E+106,QUANTA SERVICES INC,74,23.88,"1,767.12"
9/4/15,VSPY,DGX,74834L100,QUEST DIAGNOSTICS INC,47,66.93,"3,145.71"
9/4/15,VSPY,RL,751212101,RALPH LAUREN CORP,22,110.96,"2,441.12"
9/4/15,VSPY,RRC,75281A109,RANGE RESOURCES CORP,58,38.37,"2,225.46"
9/4/15,VSPY,RTN,755111507,RAYTHEON COMPANY,103,104.53,"10,766.59"
9/4/15,VSPY,O,756109104,REALTY INCOME CORP,79,44.17,"3,489.43"
9/4/15,VSPY,RHT,756577102,RED HAT INC,64,69.68,"4,459.52"
9/4/15,VSPY,REGN,75886F107,REGENERON PHARMACEUTICALS,24,508.51,"12,204.24"
9/4/15,VSPY,RF,7591EP100,REGIONS FINANCIAL CORP,459,9.43,"4,328.37"
9/4/15,VSPY,RSG,760759100,REPUBLIC SERVICES INC,83,40.75,"3,382.25"
9/4/15,VSPY,RAI,761713106,REYNOLDS AMERICAN INC,288,42.21,"12,156.48"
9/4/15,VSPY,RHI,770323103,ROBERT HALF INTL INC,48,51.64,"2,478.72"
9/4/15,VSPY,ROK,773903109,ROCKWELL AUTOMATION INC,48,107.99,"5,183.52"
9/4/15,VSPY,COL,774341101,ROCKWELL COLLINS INC,46,82.1,"3,776.60"
9/4/15,VSPY,ROP,776696106,ROPER TECHNOLOGIES INC,34,158.74,"5,397.16"
9/4/15,VSPY,ROST,778296103,ROSS STORES INC,140,48.48,"6,787.20"
9/4/15,VSPY,R,783549108,RYDER SYSTEM INC,19,81.19,"1,542.61"
9/4/15,VSPY,SLG,78440X101,SL GREEN REALTY CORP,33,103.16,"3,404.28"
9/4/15,VSPY,STJ,790849103,ST JUDE MEDICAL INC,95,70.38,"6,686.10"
9/4/15,VSPY,CRM,79466L302,SALESFORCE.COM INC,207,68.25,"14,127.75"
9/4/15,VSPY,SNDK,80004C101,SANDISK CORP,71,54.12,"3,842.52"
9/4/15,VSPY,SCG,80589M102,SCANA CORP,46,51.82,"2,383.72"
9/4/15,VSPY,HSIC,806407102,HENRY SCHEIN INC,30,135.15,"4,054.50"
9/4/15,VSPY,SLB,806857108,SCHLUMBERGER LTD,436,76.26,"33,249.36"
9/4/15,VSPY,SCHW,808513105,SCHWAB (CHARLES) CORP,394,29.76,"11,725.44"
9/4/15,VSPY,SNI,811065101,SCRIPPS NETWORKS INTER-CL A,31,53.78,"1,667.18"
9/4/15,VSPY,SEE,81211K100,SEALED AIR CORP,73,51.09,"3,729.57"
9/4/15,VSPY,SRE,816851109,SEMPRA ENERGY,80,93.39,"7,471.20"
9/4/15,VSPY,SHW,824348106,SHERWIN-WILLIAMS CO/THE,27,255.87,"6,908.49"
9/4/15,VSPY,SIAL,826552101,SIGMA-ALDRICH CORP,39,139.56,"5,442.84"
9/4/15,VSPY,SPG,828806109,SIMON PROPERTY GROUP INC,107,177.92,"19,037.44"
9/4/15,VSPY,SWKS,83088M102,SKYWORKS SOLUTIONS INC,67,85.34,"5,717.78"
9/4/15,VSPY,SJM,832696405,JM SMUCKER CO/THE,31,116.88,"3,623.28"
9/4/15,VSPY,SNA,833034101,SNAP-ON INC,21,157.41,"3,305.61"
9/4/15,VSPY,SO,842587107,SOUTHERN CO/THE,312,42.58,"13,284.96"
9/4/15,VSPY,LUV,844741108,SOUTHWEST AIRLINES CO,228,37.43,"8,534.04"
9/4/15,VSPY,SWN,845467109,SOUTHWESTERN ENERGY CO,132,15.41,"2,034.12"
9/4/15,VSPY,SE,847560109,SPECTRA ENERGY CORP,231,28.24,"6,523.44"
9/4/15,VSPY,SWK,854502101,STANLEY BLACK & DECKER INC,52,99.29,"5,163.08"
9/4/15,VSPY,SPLS,855030102,STAPLES INC,219,13.8,"3,022.20"
9/4/15,VSPY,SBUX,855244109,STARBUCKS CORP,515,54.69,"28,165.35"
9/4/15,VSPY,HOT,85590A401,STARWOOD HOTELS & RESORTS,57,71.05,"4,049.85"
9/4/15,VSPY,STT,857477103,STATE STREET CORP,140,71.45,"10,003.00"
9/4/15,VSPY,SRCL,858912108,STERICYCLE INC,30,142.1,"4,263.00"
9/4/15,VSPY,SYK,863667101,STRYKER CORP,101,96.68,"9,764.68"
9/4/15,VSPY,STI,867914103,SUNTRUST BANKS INC,177,39.33,"6,961.41"
9/4/15,VSPY,SYMC,871503108,SYMANTEC CORP,234,19.95,"4,668.30"
9/4/15,VSPY,SYY,871829107,SYSCO CORP,203,39.91,"8,101.73"
9/4/15,VSPY,TE,872375100,TECO ENERGY INC,81,21.06,"1,705.86"
9/4/15,VSPY,TJX,872540109,TJX COMPANIES INC,234,71.44,"16,716.96"
9/4/15,VSPY,TGT,8.76E+110,TARGET CORP,218,77.45,"16,884.10"
9/4/15,VSPY,TGNA,87901J105,TEGNA INC,76,23.41,"1,779.16"
9/4/15,VSPY,THC,88033G407,TENET HEALTHCARE CORP,33,47.82,"1,578.06"
9/4/15,VSPY,TDC,88076W103,TERADATA CORP,46,28.46,"1,309.16"
9/4/15,VSPY,TSO,881609101,TESORO CORP,43,92.86,"3,992.98"
9/4/15,VSPY,TXN,882508104,TEXAS INSTRUMENTS INC,358,47.46,"16,990.68"
9/4/15,VSPY,TXT,883203101,TEXTRON INC,94,38.8,"3,647.20"
9/4/15,VSPY,TMO,883556102,THERMO FISHER SCIENTIFIC INC,138,122.77,"16,942.26"
9/4/15,VSPY,MMM,88579Y101,3M CO,215,141.74,"30,474.10"
9/4/15,VSPY,TIF,886547108,TIFFANY & CO,40,81.38,"3,255.20"
9/4/15,VSPY,TWX,887317303,TIME WARNER INC,282,70.7,"19,937.40"
9/4/15,VSPY,TWC,88732J207,TIME WARNER CABLE INC,96,188.08,"18,055.68"
9/4/15,VSPY,TMK,891027104,TORCHMARK CORP,42,57.68,"2,422.56"
9/4/15,VSPY,TSS,891906109,TOTAL SYSTEM SERVICES INC,56,45.62,"2,554.72"
9/4/15,VSPY,TSCO,892356106,TRACTOR SUPPLY COMPANY,47,83.95,"3,945.65"
9/4/15,VSPY,TRV,8.94E+113,TRAVELERS COS INC/THE,110,99.37,"10,930.70"
9/4/15,VSPY,TRIP,896945201,TRIPADVISOR INC,40,69.47,"2,778.80"
9/4/15,VSPY,FOXA,90130A101,TWENTY-FIRST CENTURY FOX-A,604,26.87,"16,229.48"
